tx_id,timestamp,amount,region,wallet_type
C0009091,2025-11-07 04:50:00.882157,1598.92,East,retail
C0009092,2025-11-07 04:57:00.882157,2766.75,North,merchant
C0009093,2025-11-07 05:03:00.882157,1443.66,Central,merchant
C0009094,2025-11-07 05:10:00.882157,6312.35,North,merchant
C0009095,2025-11-07 05:16:00.882157,1838.82,North,retail
C0009096,2025-11-07 05:23:00.882157,2418.65,West,retail
C0009097,2025-11-07 05:29:00.882157,3290.59,Central,p2p
C0009098,2025-11-07 05:36:00.882157,2097.81,South,merchant
C0009099,2025-11-07 05:42:00.882157,1046.86,East,merchant
C0009100,2025-11-07 05:49:00.882157,272.86,Central,retail
C0009101,2025-11-07 05:55:00.882157,2035.44,South,govt
C0009102,2025-11-07 06:02:00.882157,980.44,South,merchant
C0009103,2025-11-07 06:08:00.882157,670.38,East,retail
C0009104,2025-11-07 06:15:00.882157,91.06,West,retail
C0009105,2025-11-07 06:21:00.882157,1947.64,North,govt
C0009106,2025-11-07 06:28:00.882157,3231.95,East,merchant
C0009107,2025-11-07 06:34:00.882157,2512.77,North,p2p
C0009108,2025-11-07 06:41:00.882157,1890.21,North,retail
C0009109,2025-11-07 06:47:00.882157,980.84,Central,merchant
C0009110,2025-11-07 06:54:00.882157,2478.27,North,merchant
C0009111,2025-11-07 07:00:00.882157,1089.59,East,merchant
C0009112,2025-11-07 07:07:00.882157,3946.86,East,merchant
C0009113,2025-11-07 07:13:00.882157,117.86,East,retail
C0009114,2025-11-07 07:20:00.882157,954.01,West,retail
C0009115,2025-11-07 07:26:00.882157,2434.97,West,merchant
C0009116,2025-11-07 07:33:00.882157,1157.26,West,retail
C0009117,2025-11-07 07:39:00.882157,1159.76,North,retail
C0009118,2025-11-07 07:46:00.882157,1643.68,North,govt
C0009119,2025-11-07 07:52:00.882157,227.76,North,retail
C0009120,2025-11-07 07:59:00.882157,509.86,Central,retail
C0009121,2025-11-07 08:05:00.882157,3544.5,Central,retail
C0009122,2025-11-07 08:12:00.882157,838.11,Central,govt
C0009123,2025-11-07 08:18:00.882157,202.39,North,retail
C0009124,2025-11-07 08:25:00.882157,4252.15,East,merchant
C0009125,2025-11-07 08:31:00.882157,6214.63,North,retail
C0009126,2025-11-07 08:38:00.882157,359.7,North,retail
C0009127,2025-11-07 08:44:00.882157,1683.51,South,merchant
C0009128,2025-11-07 08:51:00.882157,1889.65,West,retail
C0009129,2025-11-07 08:57:00.882157,3889.35,Central,govt
C0009130,2025-11-07 09:04:00.882157,650.26,South,merchant
C0009131,2025-11-07 09:10:00.882157,792.07,West,retail
C0009132,2025-11-07 09:17:00.882157,2875.36,Central,merchant
C0009133,2025-11-07 09:23:00.882157,3816.03,North,retail
C0009134,2025-11-07 09:30:00.882157,645.01,Central,merchant
C0009135,2025-11-07 09:36:00.882157,7230.22,North,retail
C0009136,2025-11-07 09:43:00.882157,3154.91,North,retail
C0009137,2025-11-07 09:49:00.882157,1637.27,South,merchant
C0009138,2025-11-07 09:56:00.882157,2058.51,North,retail
C0009139,2025-11-07 10:02:00.882157,1863.62,West,govt
C0009140,2025-11-07 10:09:00.882157,822.29,Central,merchant
C0009141,2025-11-07 10:15:00.882157,747.47,East,merchant
C0009142,2025-11-07 10:22:00.882157,2666.32,Central,merchant
C0009143,2025-11-07 10:28:00.882157,1184.15,West,merchant
C0009144,2025-11-07 10:35:00.882157,1199.12,Central,retail
C0009145,2025-11-07 10:41:00.882157,1760.53,South,retail
C0009146,2025-11-07 10:48:00.882157,5430.32,South,retail
C0009147,2025-11-07 10:54:00.882157,1814.14,North,merchant
C0009148,2025-11-07 11:01:00.882157,1217.93,West,merchant
C0009149,2025-11-07 11:07:00.882157,3326.62,Central,govt
C0009150,2025-11-07 11:14:00.882157,3336.1,East,retail
C0009151,2025-11-07 11:20:00.882157,2072.59,Central,p2p
C0009152,2025-11-07 11:27:00.882157,4517.75,Central,retail
C0009153,2025-11-07 11:33:00.882157,1726.23,North,merchant
C0009154,2025-11-07 11:40:00.882157,1106.42,West,merchant
C0009155,2025-11-07 11:46:00.882157,2623.4,West,merchant
C0009156,2025-11-07 11:53:00.882157,1206.9,East,retail
C0009157,2025-11-07 11:59:00.882157,1367.84,West,merchant
C0009158,2025-11-07 12:06:00.882157,5297.96,North,retail
C0009159,2025-11-07 12:12:00.882157,1277.41,East,retail
C0009160,2025-11-07 12:19:00.882157,1076.36,Central,retail
C0009161,2025-11-07 12:25:00.882157,687.41,North,retail
C0009162,2025-11-07 12:32:00.882157,778.06,Central,merchant
C0009163,2025-11-07 12:38:00.882157,2196.41,East,merchant
C0009164,2025-11-07 12:45:00.882157,4209.65,East,merchant
C0009165,2025-11-07 12:51:00.882157,1677.68,South,retail
C0009166,2025-11-07 12:58:00.882157,1447.28,West,p2p
C0009167,2025-11-07 13:04:00.882157,5241.67,West,retail
C0009168,2025-11-07 13:11:00.882157,953.32,North,merchant
C0009169,2025-11-07 13:17:00.882157,1112.43,West,retail
C0009170,2025-11-07 13:24:00.882157,1340.99,South,retail
C0009171,2025-11-07 13:30:00.882157,1940.64,West,p2p
C0009172,2025-11-07 13:37:00.882157,326.15,West,merchant
C0009173,2025-11-07 13:43:00.882157,3803.57,Central,retail
C0009174,2025-11-07 13:50:00.882157,3448.68,South,retail
C0009175,2025-11-07 13:56:00.882157,2650.08,South,merchant
C0009176,2025-11-07 14:03:00.882157,4546.39,Central,p2p
C0009177,2025-11-07 14:09:00.882157,3241.67,West,merchant
C0009178,2025-11-07 14:16:00.882157,2121.85,South,retail
C0009179,2025-11-07 14:22:00.882157,982.82,South,retail
C0009180,2025-11-07 14:29:00.882157,836.99,West,retail
C0009181,2025-11-07 14:35:00.882157,4047.32,East,p2p
C0009182,2025-11-07 14:42:00.882157,1141.28,East,merchant
C0009183,2025-11-07 14:48:00.882157,738.62,Central,retail
C0009184,2025-11-07 14:55:00.882157,1938.99,North,retail
C0009185,2025-11-07 15:01:00.882157,2502.12,Central,retail
C0009186,2025-11-07 15:08:00.882157,3594.74,Central,retail
C0009187,2025-11-07 15:14:00.882157,2104.42,West,retail
C0009188,2025-11-07 15:21:00.882157,1477.79,South,retail
C0009189,2025-11-07 15:27:00.882157,2383.86,Central,merchant
C0009190,2025-11-07 15:34:00.882157,3787.1,East,retail
C0009191,2025-11-07 15:40:00.882157,3720.91,West,p2p
C0009192,2025-11-07 15:47:00.882157,1706.49,West,merchant
C0009193,2025-11-07 15:53:00.882157,1693.96,Central,merchant
C0009194,2025-11-07 16:00:00.882157,1331.7,South,retail
C0009195,2025-11-07 16:06:00.882157,2367.82,South,merchant
C0009196,2025-11-07 16:13:00.882157,3790.47,East,retail
C0009197,2025-11-07 16:19:00.882157,1629.36,North,retail
C0009198,2025-11-07 16:26:00.882157,863.31,North,merchant
C0009199,2025-11-07 16:32:00.882157,1854.57,South,merchant
C0009200,2025-11-07 16:39:00.882157,918.23,West,retail
C0009201,2025-11-07 16:45:00.882157,897.37,West,merchant
C0009202,2025-11-07 16:52:00.882157,3518.21,Central,p2p
C0009203,2025-11-07 16:58:00.882157,1188.5,South,retail
C0009204,2025-11-07 17:05:00.882157,1582.3,Central,retail
C0009205,2025-11-07 17:11:00.882157,1151.06,North,merchant
C0009206,2025-11-07 17:18:00.882157,4907.42,Central,p2p
C0009207,2025-11-07 17:24:00.882157,946.03,South,p2p
C0009208,2025-11-07 17:31:00.882157,3828.44,South,merchant
C0009209,2025-11-07 17:37:00.882157,1381.33,South,merchant
C0009210,2025-11-07 17:44:00.882157,3675.31,South,retail
C0009211,2025-11-07 17:50:00.882157,2135.54,South,merchant
C0009212,2025-11-07 17:57:00.882157,1471.17,East,p2p
C0009213,2025-11-07 18:03:00.882157,406.48,East,retail
C0009214,2025-11-07 18:10:00.882157,3820.66,South,merchant
C0009215,2025-11-07 18:16:00.882157,2464.25,West,retail
C0009216,2025-11-07 18:23:00.882157,1917.14,South,retail
C0009217,2025-11-07 18:29:00.882157,1288.17,Central,retail
C0009218,2025-11-07 18:36:00.882157,2079.55,West,merchant
C0009219,2025-11-07 18:42:00.882157,247.18,South,retail
C0009220,2025-11-07 18:49:00.882157,2430.05,East,retail
C0009221,2025-11-07 18:55:00.882157,1417.32,West,p2p
C0009222,2025-11-07 19:02:00.882157,58.68,West,retail
C0009223,2025-11-07 19:08:00.882157,1900.1,South,retail
C0009224,2025-11-07 19:15:00.882157,305.62,Central,p2p
C0009225,2025-11-07 19:21:00.882157,1494.11,Central,retail
C0009226,2025-11-07 19:28:00.882157,3628.66,East,retail
C0009227,2025-11-07 19:34:00.882157,898.83,West,merchant
C0009228,2025-11-07 19:41:00.882157,6121.41,North,govt
C0009229,2025-11-07 19:47:00.882157,1348.03,West,retail
C0009230,2025-11-07 19:54:00.882157,2763.37,Central,govt
C0009231,2025-11-07 20:00:00.882157,2367.12,West,merchant
C0009232,2025-11-07 20:07:00.882157,2029.75,South,merchant
C0009233,2025-11-07 20:13:00.882157,2540.95,Central,retail
C0009234,2025-11-07 20:20:00.882157,2118.81,South,p2p
C0009235,2025-11-07 20:26:00.882157,5734.94,North,govt
C0009236,2025-11-07 20:33:00.882157,486.52,South,retail
C0009237,2025-11-07 20:39:00.882157,2741.06,East,p2p
C0009238,2025-11-07 20:46:00.882157,1561.31,Central,merchant
C0009239,2025-11-07 20:52:00.882157,622.6,South,retail
C0009240,2025-11-07 20:59:00.882157,3284.73,South,retail
C0009241,2025-11-07 21:05:00.882157,2309.44,West,retail
C0009242,2025-11-07 21:12:00.882157,3164.7,North,govt
C0009243,2025-11-07 21:18:00.882157,2681.09,Central,retail
C0009244,2025-11-07 21:25:00.882157,2190.51,North,govt
C0009245,2025-11-07 21:31:00.882157,1785.54,North,merchant
C0009246,2025-11-07 21:38:00.882157,1653.27,East,retail
C0009247,2025-11-07 21:44:00.882157,1346.4,North,retail
C0009248,2025-11-07 21:51:00.882157,1186.08,West,retail
C0009249,2025-11-07 21:57:00.882157,1230.05,South,retail
C0009250,2025-11-07 22:04:00.882157,1895.98,East,merchant
C0009251,2025-11-07 22:10:00.882157,1079.73,Central,merchant
C0009252,2025-11-07 22:17:00.882157,2077.29,North,retail
C0009253,2025-11-07 22:23:00.882157,1594.26,North,merchant
C0009254,2025-11-07 22:30:00.882157,1876.94,South,retail
C0009255,2025-11-07 22:36:00.882157,4820.87,North,p2p
C0009256,2025-11-07 22:43:00.882157,924.99,North,merchant
C0009257,2025-11-07 22:49:00.882157,2584.69,South,retail
C0009258,2025-11-07 22:56:00.882157,3401.83,North,p2p
C0009259,2025-11-07 23:02:00.882157,1399.81,Central,retail
C0009260,2025-11-07 23:09:00.882157,1742.12,West,retail
C0009261,2025-11-07 23:15:00.882157,4288.28,West,retail
C0009262,2025-11-07 23:22:00.882157,4861.18,North,retail
C0009263,2025-11-07 23:28:00.882157,2142.52,North,retail
C0009264,2025-11-07 23:35:00.882157,1007.42,North,retail
C0009265,2025-11-07 23:41:00.882157,1557.3,East,merchant
C0009266,2025-11-07 23:48:00.882157,1297.09,East,merchant
C0009267,2025-11-07 23:54:00.882157,822.99,East,retail
C0009268,2025-11-08 00:01:00.882157,2370.27,North,merchant
C0009269,2025-11-08 00:07:00.882157,2089.26,East,retail
C0009270,2025-11-08 00:14:00.882157,1426.29,North,retail
C0009271,2025-11-08 00:20:00.882157,753.94,West,merchant
C0009272,2025-11-08 00:27:00.882157,3070.83,North,retail
C0009273,2025-11-08 00:33:00.882157,2023.33,Central,retail
C0009274,2025-11-08 00:40:00.882157,306.06,East,retail
C0009275,2025-11-08 00:46:00.882157,3224.11,Central,p2p
C0009276,2025-11-08 00:53:00.882157,2118.31,Central,merchant
C0009277,2025-11-08 00:59:00.882157,1204.81,East,govt
C0009278,2025-11-08 01:06:00.882157,664.63,North,govt
C0009279,2025-11-08 01:12:00.882157,2678.93,South,merchant
C0009280,2025-11-08 01:19:00.882157,1145.12,Central,merchant
C0009281,2025-11-08 01:25:00.882157,3847.66,Central,retail
C0009282,2025-11-08 01:32:00.882157,883.76,Central,merchant
C0009283,2025-11-08 01:38:00.882157,2153.83,South,merchant
C0009284,2025-11-08 01:45:00.882157,3251.76,North,retail
C0009285,2025-11-08 01:51:00.882157,598.94,Central,govt
C0009286,2025-11-08 01:58:00.882157,2905.44,West,retail
C0009287,2025-11-08 02:04:00.882157,4644.84,South,p2p
C0009288,2025-11-08 02:11:00.882157,3463.91,Central,retail
C0009289,2025-11-08 02:17:00.882157,1709.55,North,retail
C0009290,2025-11-08 02:24:00.882157,1509.19,South,merchant
C0009291,2025-11-08 02:30:00.882157,610.25,South,merchant
C0009292,2025-11-08 02:37:00.882157,2718.76,North,retail
C0009293,2025-11-08 02:43:00.882157,2852.7,Central,retail
C0009294,2025-11-08 02:50:00.882157,702.01,East,merchant
C0009295,2025-11-08 02:56:00.882157,1416.09,North,govt
C0009296,2025-11-08 03:03:00.882157,1140.68,Central,retail
C0009297,2025-11-08 03:09:00.882157,2730.1,South,merchant
C0009298,2025-11-08 03:16:00.882157,1595.87,Central,p2p
C0009299,2025-11-08 03:22:00.882157,5949.78,North,retail
C0009300,2025-11-08 03:29:00.882157,4668.9,South,retail
C0009301,2025-11-08 03:35:00.882157,1796.66,South,retail
C0009302,2025-11-08 03:42:00.882157,1859.09,North,retail
C0009303,2025-11-08 03:48:00.882157,283.96,East,retail
C0009304,2025-11-08 03:55:00.882157,3731.03,South,govt
C0009305,2025-11-08 04:01:00.882157,644.18,North,retail
C0009306,2025-11-08 04:08:00.882157,1647.81,West,retail
C0009307,2025-11-08 04:14:00.882157,2294.18,West,merchant
C0009308,2025-11-08 04:21:00.882157,5975.91,South,merchant
C0009309,2025-11-08 04:27:00.882157,2367.35,East,merchant
C0009310,2025-11-08 04:34:00.882157,2630.99,North,merchant
C0009311,2025-11-08 04:40:00.882157,1678.55,East,retail
C0009312,2025-11-08 04:47:00.882157,6101.03,South,retail
C0009313,2025-11-08 04:53:00.882157,1549.53,North,retail
C0009314,2025-11-08 05:00:00.882157,4299.8,Central,merchant
C0009315,2025-11-08 05:06:00.882157,964.1,East,merchant
C0009316,2025-11-08 05:13:00.882157,841.97,South,retail
C0009317,2025-11-08 05:19:00.882157,2538.54,Central,retail
C0009318,2025-11-08 05:26:00.882157,2777.98,North,retail
C0009319,2025-11-08 05:32:00.882157,4281.15,East,retail
C0009320,2025-11-08 05:39:00.882157,1459.48,Central,retail
C0009321,2025-11-08 05:45:00.882157,4174.49,West,merchant
C0009322,2025-11-08 05:52:00.882157,1668.12,North,merchant
C0009323,2025-11-08 05:58:00.882157,1545.58,Central,retail
C0009324,2025-11-08 06:05:00.882157,2525.17,West,retail
C0009325,2025-11-08 06:11:00.882157,1956.74,South,govt
C0009326,2025-11-08 06:18:00.882157,4700.65,North,retail
C0009327,2025-11-08 06:24:00.882157,3327.93,South,retail
C0009328,2025-11-08 06:31:00.882157,645.01,South,govt
C0009329,2025-11-08 06:37:00.882157,6185.79,North,retail
C0009330,2025-11-08 06:44:00.882157,3896.91,West,retail
C0009331,2025-11-08 06:50:00.882157,2157.58,West,retail
C0009332,2025-11-08 06:57:00.882157,3745.95,West,retail
C0009333,2025-11-08 07:03:00.882157,1399.32,South,retail
C0009334,2025-11-08 07:10:00.882157,1296.7,East,retail
C0009335,2025-11-08 07:16:00.882157,987.33,East,retail
C0009336,2025-11-08 07:23:00.882157,1273.78,West,p2p
C0009337,2025-11-08 07:29:00.882157,3269.9,North,retail
C0009338,2025-11-08 07:36:00.882157,1956.76,South,retail
C0009339,2025-11-08 07:42:00.882157,705.67,South,retail
C0009340,2025-11-08 07:49:00.882157,1054.18,East,p2p
C0009341,2025-11-08 07:55:00.882157,2536.78,West,merchant
C0009342,2025-11-08 08:02:00.882157,1428.81,East,retail
C0009343,2025-11-08 08:08:00.882157,774.78,West,merchant
C0009344,2025-11-08 08:15:00.882157,2162.01,West,retail
C0009345,2025-11-08 08:21:00.882157,132.99,South,retail
C0009346,2025-11-08 08:28:00.882157,4193.25,North,retail
C0009347,2025-11-08 08:34:00.882157,1746.89,Central,retail
C0009348,2025-11-08 08:41:00.882157,5834.73,South,retail
C0009349,2025-11-08 08:47:00.882157,3974.24,North,merchant
C0009350,2025-11-08 08:54:00.882157,1040.8,Central,govt
C0009351,2025-11-08 09:00:00.882157,4287.6,East,retail
C0009352,2025-11-08 09:07:00.882157,1028.58,North,merchant
C0009353,2025-11-08 09:13:00.882157,254.37,West,retail
C0009354,2025-11-08 09:20:00.882157,4175.2,West,merchant
C0009355,2025-11-08 09:26:00.882157,1315.04,South,retail
C0009356,2025-11-08 09:33:00.882157,992.81,North,merchant
C0009357,2025-11-08 09:39:00.882157,594.93,South,retail
C0009358,2025-11-08 09:46:00.882157,1853.84,East,retail
C0009359,2025-11-08 09:52:00.882157,1891.37,West,merchant
C0009360,2025-11-08 09:59:00.882157,3185.35,Central,p2p
C0009361,2025-11-08 10:05:00.882157,2233.73,North,p2p
C0009362,2025-11-08 10:12:00.882157,992.65,South,retail
C0009363,2025-11-08 10:18:00.882157,1719.46,West,merchant
C0009364,2025-11-08 10:25:00.882157,2424.35,East,retail
C0009365,2025-11-08 10:31:00.882157,3073.02,West,retail
C0009366,2025-11-08 10:38:00.882157,3073.53,South,govt
C0009367,2025-11-08 10:44:00.882157,3103.74,South,retail
C0009368,2025-11-08 10:51:00.882157,3274.76,South,p2p
C0009369,2025-11-08 10:57:00.882157,3286.71,South,merchant
C0009370,2025-11-08 11:04:00.882157,4668.88,West,retail
C0009371,2025-11-08 11:10:00.882157,2258.51,Central,retail
C0009372,2025-11-08 11:17:00.882157,2090.99,North,merchant
C0009373,2025-11-08 11:23:00.882157,2402.61,Central,merchant
C0009374,2025-11-08 11:30:00.882157,662.41,North,retail
C0009375,2025-11-08 11:36:00.882157,2705.04,Central,retail
C0009376,2025-11-08 11:43:00.882157,1914.86,North,retail
C0009377,2025-11-08 11:49:00.882157,6338.31,Central,retail
C0009378,2025-11-08 11:56:00.882157,1369.59,North,merchant
C0009379,2025-11-08 12:02:00.882157,4122.9,Central,merchant
C0009380,2025-11-08 12:09:00.882157,957.91,North,retail
C0009381,2025-11-08 12:15:00.882157,1961.15,North,govt
C0009382,2025-11-08 12:22:00.882157,913.93,North,merchant
C0009383,2025-11-08 12:28:00.882157,1230.12,North,retail
C0009384,2025-11-08 12:35:00.882157,1666.83,South,p2p
C0009385,2025-11-08 12:41:00.882157,1252.49,West,retail
C0009386,2025-11-08 12:48:00.882157,790.39,South,merchant
C0009387,2025-11-08 12:54:00.882157,2835.3,North,retail
C0009388,2025-11-08 13:01:00.882157,6103.67,South,merchant
C0009389,2025-11-08 13:07:00.882157,4326.84,West,p2p
C0009390,2025-11-08 13:14:00.882157,2096.1,Central,p2p
C0009391,2025-11-08 13:20:00.882157,816.24,South,retail
C0009392,2025-11-08 13:27:00.882157,1102.29,East,retail
C0009393,2025-11-08 13:33:00.882157,4008.78,Central,govt
C0009394,2025-11-08 13:40:00.882157,1453.7,Central,merchant
C0009395,2025-11-08 13:46:00.882157,4986.3,South,retail
C0009396,2025-11-08 13:53:00.882157,3347.88,East,retail
C0009397,2025-11-08 13:59:00.882157,362.16,East,merchant
C0009398,2025-11-08 14:06:00.882157,776.22,South,retail
C0009399,2025-11-08 14:12:00.882157,2882.37,Central,p2p
C0009400,2025-11-08 14:19:00.882157,635.16,East,merchant
C0009401,2025-11-08 14:25:00.882157,4347.79,East,p2p
C0009402,2025-11-08 14:32:00.882157,862.97,North,merchant
C0009403,2025-11-08 14:38:00.882157,2177.21,North,retail
C0009404,2025-11-08 14:45:00.882157,1962.69,North,merchant
C0009405,2025-11-08 14:51:00.882157,5790.02,South,retail
C0009406,2025-11-08 14:58:00.882157,1943.05,South,p2p
C0009407,2025-11-08 15:04:00.882157,1392.76,East,govt
C0009408,2025-11-08 15:11:00.882157,909.29,East,merchant
C0009409,2025-11-08 15:17:00.882157,762.41,East,merchant
C0009410,2025-11-08 15:24:00.882157,3188.68,South,retail
C0009411,2025-11-08 15:30:00.882157,3699.62,North,retail
C0009412,2025-11-08 15:37:00.882157,3432.97,Central,merchant
C0009413,2025-11-08 15:43:00.882157,799.87,West,merchant
C0009414,2025-11-08 15:50:00.882157,174.01,East,p2p
C0009415,2025-11-08 15:56:00.882157,1657.82,Central,p2p
C0009416,2025-11-08 16:03:00.882157,3053.5,East,retail
C0009417,2025-11-08 16:09:00.882157,1865.32,West,retail
C0009418,2025-11-08 16:16:00.882157,509.05,North,retail
C0009419,2025-11-08 16:22:00.882157,3020.87,East,merchant
C0009420,2025-11-08 16:29:00.882157,1342.25,East,p2p
C0009421,2025-11-08 16:35:00.882157,3891.39,North,retail
C0009422,2025-11-08 16:42:00.882157,418.73,South,govt
C0009423,2025-11-08 16:48:00.882157,739.39,North,merchant
C0009424,2025-11-08 16:55:00.882157,538.3,West,retail
C0009425,2025-11-08 17:01:00.882157,1973.81,South,retail
C0009426,2025-11-08 17:08:00.882157,669.84,Central,govt
C0009427,2025-11-08 17:14:00.882157,1278.49,Central,merchant
C0009428,2025-11-08 17:21:00.882157,2028.81,East,retail
C0009429,2025-11-08 17:27:00.882157,3207.53,East,merchant
C0009430,2025-11-08 17:34:00.882157,936.21,West,merchant
C0009431,2025-11-08 17:40:00.882157,3966.57,West,retail
C0009432,2025-11-08 17:47:00.882157,473.49,Central,merchant
C0009433,2025-11-08 17:53:00.882157,1690.8,North,retail
C0009434,2025-11-08 18:00:00.882157,502.79,East,retail
C0009435,2025-11-08 18:06:00.882157,1890.65,North,merchant
C0009436,2025-11-08 18:13:00.882157,1225.98,East,retail
C0009437,2025-11-08 18:19:00.882157,1654.51,North,p2p
C0009438,2025-11-08 18:26:00.882157,5089.93,South,merchant
C0009439,2025-11-08 18:32:00.882157,932.89,East,merchant
C0009440,2025-11-08 18:39:00.882157,1973.0,South,merchant
C0009441,2025-11-08 18:45:00.882157,3752.99,East,retail
C0009442,2025-11-08 18:52:00.882157,1499.22,West,retail
C0009443,2025-11-08 18:58:00.882157,963.35,West,retail
C0009444,2025-11-08 19:05:00.882157,1485.25,North,merchant
C0009445,2025-11-08 19:11:00.882157,1673.36,North,merchant
C0009446,2025-11-08 19:18:00.882157,2170.36,North,retail
C0009447,2025-11-08 19:24:00.882157,3386.6,Central,retail
C0009448,2025-11-08 19:31:00.882157,2482.91,East,merchant
C0009449,2025-11-08 19:37:00.882157,1098.86,West,merchant
C0009450,2025-11-08 19:44:00.882157,2853.6,Central,retail
C0009451,2025-11-08 19:50:00.882157,2123.34,Central,retail
C0009452,2025-11-08 19:57:00.882157,3808.83,North,retail
C0009453,2025-11-08 20:03:00.882157,844.93,South,govt
C0009454,2025-11-08 20:10:00.882157,2658.68,South,retail
C0009455,2025-11-08 20:16:00.882157,1410.29,South,merchant
C0009456,2025-11-08 20:23:00.882157,887.0,South,merchant
C0009457,2025-11-08 20:29:00.882157,2076.73,Central,retail
C0009458,2025-11-08 20:36:00.882157,1602.24,North,retail
C0009459,2025-11-08 20:42:00.882157,1647.71,East,merchant
C0009460,2025-11-08 20:49:00.882157,3301.09,North,merchant
C0009461,2025-11-08 20:55:00.882157,2246.92,East,retail
C0009462,2025-11-08 21:02:00.882157,2256.13,West,retail
C0009463,2025-11-08 21:08:00.882157,3379.41,Central,retail
C0009464,2025-11-08 21:15:00.882157,765.77,North,merchant
C0009465,2025-11-08 21:21:00.882157,4392.96,Central,retail
C0009466,2025-11-08 21:28:00.882157,525.27,South,merchant
C0009467,2025-11-08 21:34:00.882157,2592.03,South,retail
C0009468,2025-11-08 21:41:00.882157,3219.52,East,retail
C0009469,2025-11-08 21:47:00.882157,2528.13,Central,retail
C0009470,2025-11-08 21:54:00.882157,2091.03,South,retail
C0009471,2025-11-08 22:00:00.882157,1650.97,Central,retail
C0009472,2025-11-08 22:07:00.882157,2494.88,East,p2p
C0009473,2025-11-08 22:13:00.882157,2986.0,West,retail
C0009474,2025-11-08 22:20:00.882157,1042.47,West,retail
C0009475,2025-11-08 22:26:00.882157,1666.09,South,retail
C0009476,2025-11-08 22:33:00.882157,2183.26,South,retail
C0009477,2025-11-08 22:39:00.882157,2179.71,North,govt
C0009478,2025-11-08 22:46:00.882157,1780.59,East,merchant
C0009479,2025-11-08 22:52:00.882157,3600.85,East,retail
C0009480,2025-11-08 22:59:00.882157,808.91,West,govt
C0009481,2025-11-08 23:05:00.882157,1649.0,South,retail
C0009482,2025-11-08 23:12:00.882157,2639.71,South,retail
C0009483,2025-11-08 23:18:00.882157,476.98,North,govt
C0009484,2025-11-08 23:25:00.882157,1459.75,North,retail
C0009485,2025-11-08 23:31:00.882157,5013.68,West,govt
C0009486,2025-11-08 23:38:00.882157,1607.83,South,retail
C0009487,2025-11-08 23:44:00.882157,3925.2,Central,govt
C0009488,2025-11-08 23:51:00.882157,2706.23,East,govt
C0009489,2025-11-08 23:57:00.882157,2983.09,West,govt
C0009490,2025-11-09 00:04:00.882157,979.67,East,merchant
C0009491,2025-11-09 00:10:00.882157,1272.95,North,retail
C0009492,2025-11-09 00:17:00.882157,1190.11,South,retail
C0009493,2025-11-09 00:23:00.882157,5979.38,South,retail
C0009494,2025-11-09 00:30:00.882157,1047.5,North,retail
C0009495,2025-11-09 00:36:00.882157,877.46,North,retail
C0009496,2025-11-09 00:43:00.882157,1019.24,South,merchant
C0009497,2025-11-09 00:49:00.882157,771.61,West,retail
C0009498,2025-11-09 00:56:00.882157,1242.04,South,p2p
C0009499,2025-11-09 01:02:00.882157,2837.27,West,p2p
C0009500,2025-11-09 01:09:00.882157,3372.53,West,retail
C0009501,2025-11-09 01:15:00.882157,496.24,East,retail
C0009502,2025-11-09 01:22:00.882157,3350.71,East,p2p
C0009503,2025-11-09 01:28:00.882157,4669.84,North,merchant
C0009504,2025-11-09 01:35:00.882157,1879.3,South,merchant
C0009505,2025-11-09 01:41:00.882157,4863.37,West,retail
C0009506,2025-11-09 01:48:00.882157,2476.56,South,retail
C0009507,2025-11-09 01:54:00.882157,2413.96,West,govt
C0009508,2025-11-09 02:01:00.882157,3004.81,West,p2p
C0009509,2025-11-09 02:07:00.882157,2072.12,Central,merchant
C0009510,2025-11-09 02:14:00.882157,2424.07,East,merchant
C0009511,2025-11-09 02:20:00.882157,3103.62,North,govt
C0009512,2025-11-09 02:27:00.882157,294.64,Central,p2p
C0009513,2025-11-09 02:33:00.882157,2397.11,East,retail
C0009514,2025-11-09 02:40:00.882157,815.57,West,retail
C0009515,2025-11-09 02:46:00.882157,546.33,South,merchant
C0009516,2025-11-09 02:53:00.882157,4002.26,North,merchant
C0009517,2025-11-09 02:59:00.882157,2239.6,Central,retail
C0009518,2025-11-09 03:06:00.882157,1188.63,South,govt
C0009519,2025-11-09 03:12:00.882157,1675.06,West,retail
C0009520,2025-11-09 03:19:00.882157,1907.32,East,retail
C0009521,2025-11-09 03:25:00.882157,1862.46,East,retail
C0009522,2025-11-09 03:32:00.882157,509.02,Central,merchant
C0009523,2025-11-09 03:38:00.882157,2846.89,South,retail
C0009524,2025-11-09 03:45:00.882157,2119.75,South,merchant
C0009525,2025-11-09 03:51:00.882157,824.25,East,merchant
C0009526,2025-11-09 03:58:00.882157,2132.62,South,merchant
C0009527,2025-11-09 04:04:00.882157,904.01,East,p2p
C0009528,2025-11-09 04:11:00.882157,378.93,North,retail
C0009529,2025-11-09 04:17:00.882157,558.65,North,retail
C0009530,2025-11-09 04:24:00.882157,3544.63,East,p2p
C0009531,2025-11-09 04:30:00.882157,2211.69,North,p2p
C0009532,2025-11-09 04:37:00.882157,2206.44,East,retail
C0009533,2025-11-09 04:43:00.882157,419.4,East,govt
C0009534,2025-11-09 04:50:00.882157,4602.36,North,retail
C0009535,2025-11-09 04:56:00.882157,1350.34,South,merchant
